void_id,ra_deg,dec_deg,z,r_eff_mpc,source_catalog,vizier_catalog
19613,188.006,29.521,0.538,61.489,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17328,220.054,26.92,0.499,22.323,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12747,254.916,30.779,0.541,55.399,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12360,226.578,6.06,0.458,39.265,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10833,158.003,2.862,0.616,25.076,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19839,164.666,25.125,0.624,61.201,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13929,132.276,30.919,0.526,34.505,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13931,133.575,31.836,0.572,55.933,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12135,129.854,5.672,0.488,22.129,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11861,208.226,5.31,0.577,43.079,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4282,230.24,22.849,0.553,53.662,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21985,204.181,55.706,0.456,43.573,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11128,166.289,4.245,0.579,41.839,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14984,150.589,10.021,0.471,63.479,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14345,247.612,39.902,0.477,75.612,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15232,217.846,10.671,0.488,38.616,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3606,206.866,36.398,0.605,58.982,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16553,136.335,58.61,0.469,72.599,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17861,144.877,22.537,0.661,43.431,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4661,231.953,0.944,0.465,37.244,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
898,122.236,38.802,0.52,47.296,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19781,187.454,31.37,0.559,26.866,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15595,197.773,12.503,0.663,61.674,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
734,111.2,40.586,0.553,16.123,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8772,151.594,44.012,0.507,53.279,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14854,193.314,10.844,0.511,60.035,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14307,250.395,30.901,0.5,51.255,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17894,183.438,24.447,0.552,65.635,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17822,201.289,26.094,0.461,52.504,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15251,196.406,11.659,0.563,80.408,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22048,185.406,47.883,0.552,48.601,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9931,231.362,27.93,0.463,48.322,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3491,197.682,35.898,0.649,37.032,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
906,122.25,39.925,0.471,25.06,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
353,122.482,52.167,0.617,62.37,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19789,157.33,30.931,0.453,52.098,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13055,236.789,33.413,0.652,77.758,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
773,119.151,37.103,0.548,30.914,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21833,208.156,48.005,0.572,77.245,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
139,119.043,43.931,0.531,59.004,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4653,202.753,-0.07,0.464,53.474,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13608,128.501,53.71,0.525,56.558,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14443,232.562,8.22,0.541,47.25,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9816,180.997,34.628,0.66,57.073,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4241,234.264,23.718,0.66,65.442,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18590,224.647,42.725,0.659,42.889,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19825,176.624,29.067,0.509,65.89,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21396,157.354,48.857,0.559,74.281,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4335,229.988,20.961,0.459,62.025,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
20968,197.323,65.043,0.514,56.628,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7658,118.432,19.562,0.585,57.894,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15070,180.852,15.02,0.561,34.963,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21562,182.443,59.499,0.557,55.993,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16153,155.696,16.937,0.655,74.853,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4156,241.87,25.035,0.465,33.097,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18618,234.961,42.79,0.597,82.918,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16507,145.298,46.406,0.672,41.209,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2607,134.689,2.61,0.471,48.4,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15616,198.151,14.281,0.6,51.914,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12543,179.496,5.525,0.5,52.739,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16497,135.713,52.541,0.478,48.677,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12263,200.632,6.304,0.656,62.799,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7610,124.101,26.647,0.576,67.201,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13615,128.868,55.329,0.565,46.581,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21161,231.672,51.066,0.487,28.183,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17190,148.483,32.669,0.473,48.43,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4681,196.911,0.437,0.547,55.604,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3697,194.365,33.643,0.641,68.586,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4362,231.828,18.899,0.662,36.175,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3521,197.98,37.565,0.506,48.418,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6772,250.287,26.285,0.593,52.919,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17772,145.85,22.558,0.462,45.64,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16610,136.324,49.187,0.655,70.769,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7635,123.577,26.117,0.46,53.031,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15596,201.813,13.668,0.463,53.332,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21868,172.937,46.448,0.65,81.266,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15240,165.23,12.657,0.64,58.47,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18106,200.485,22.071,0.46,61.53,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6161,248.666,17.316,0.643,73.905,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12467,240.019,11.599,0.496,34.452,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12777,259.303,26.513,0.593,41.955,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6214,241.971,19.115,0.645,81.969,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21258,168.998,54.523,0.522,51.295,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16016,225.843,12.934,0.595,54.961,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8978,149.234,35.676,0.455,48.582,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2628,161.019,-0.288,0.662,43.145,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16300,199.556,11.447,0.623,41.397,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7685,116.682,19.581,0.56,45.819,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5079,224.651,0.487,0.651,58.408,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17908,193.443,25.632,0.529,55.564,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13604,131.281,52.186,0.658,39.316,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14869,188.578,9.854,0.531,77.786,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
20938,216.743,61.153,0.493,58.744,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14851,176.53,10.947,0.487,58.23,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19902,169.85,23.788,0.55,45.184,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
310,115.895,43.002,0.496,51.302,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3298,214.769,34.42,0.539,35.036,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17314,136.628,25.141,0.58,59.485,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21443,180.971,49.733,0.545,62.104,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21788,224.759,54.917,0.482,49.425,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4620,197.55,-0.076,0.489,31.513,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15466,211.661,12.467,0.595,35.907,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2236,149.677,-0.704,0.46,40.499,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18030,196.331,22.504,0.635,77.419,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
46,115.372,38.18,0.468,36.28,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9757,168.878,37.382,0.51,52.042,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14993,152.599,10.728,0.606,43.059,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17178,146.106,34.085,0.568,61.185,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15273,178.527,7.178,0.543,59.347,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13551,216.867,38.744,0.628,54.388,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22014,194.521,46.938,0.548,64.425,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18624,237.101,46.479,0.61,67.001,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17698,213.157,22.945,0.662,59.386,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21112,209.444,58.943,0.564,67.514,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17146,164.278,17.209,0.496,41.248,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13605,134.625,54.78,0.589,68.757,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15191,159.806,10.148,0.642,86.374,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8920,144.585,36.365,0.658,70.463,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11196,124.929,3.452,0.559,43.811,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6231,245.49,15.726,0.533,64.422,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13181,246.227,30.633,0.563,49.488,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1253,139.555,-0.047,0.596,44.935,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21702,206.853,53.332,0.648,67.235,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16506,150.807,45.755,0.643,69.465,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7409,126.976,30.477,0.663,35.366,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15953,146.057,14.934,0.478,37.162,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1171,194.26,-0.37,0.517,31.619,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14212,133.415,20.232,0.5,41.315,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21437,195.593,49.658,0.468,47.026,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12627,243.745,27.586,0.458,31.373,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22230,212.257,48.531,0.512,47.64,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
20209,240.059,50.762,0.638,104.126,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7075,117.213,27.956,0.564,47.071,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19903,176.098,24.12,0.593,46.713,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2616,153.316,-0.499,0.576,37.911,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
283,121.96,52.621,0.47,40.695,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21819,198.978,47.591,0.577,60.675,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19995,170.921,24.414,0.618,66.953,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12018,160.435,6.858,0.602,80.26,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14367,238.579,38.824,0.617,72.994,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17851,138.765,19.2,0.655,65.102,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6576,253.727,19.974,0.6,36.208,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15190,224.135,9.15,0.511,52.815,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21899,192.242,46.368,0.629,67.491,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14868,188.216,11.15,0.486,55.475,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21759,222.427,52.381,0.522,53.902,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11147,152.082,3.954,0.517,34.223,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17114,227.154,20.985,0.515,24.142,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17405,219.666,25.442,0.648,57.522,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11926,202.269,6.054,0.537,44.551,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9689,169.7,37.607,0.653,64.906,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4723,212.033,-0.205,0.614,63.38,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
970,119.926,33.766,0.481,60.886,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18083,159.972,20.424,0.651,67.72,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4860,195.859,0.982,0.458,23.926,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17072,174.069,16.212,0.575,31.574,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17847,138.767,18.837,0.546,53.152,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4875,230.211,1.084,0.533,40.654,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1219,163.835,-0.736,0.651,51.2,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15447,197.691,13.927,0.523,62.156,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7993,126.592,19.814,0.634,54.212,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14866,176.591,10.65,0.547,68.091,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21397,160.444,50.191,0.49,38.101,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14840,190.703,8.529,0.655,59.386,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13598,134.997,52.925,0.628,52.788,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
20250,168.175,66.05,0.515,28.928,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14368,250.219,30.571,0.644,48.248,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16021,225.87,12.87,0.462,64.148,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9724,173.99,41.386,0.459,59.161,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18739,249.353,50.312,0.659,63.29,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22100,206.034,42.797,0.565,82.288,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7247,122.775,30.055,0.514,41.362,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19828,155.78,22.979,0.566,40.242,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6575,249.798,24.984,0.507,43.19,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19174,155.192,32.921,0.579,54.512,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12019,160.116,6.762,0.551,44.835,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11872,213.914,5.726,0.552,45.356,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7976,119.149,14.631,0.579,61.624,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12804,258.376,29.798,0.465,39.198,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9083,189.842,41.991,0.506,19.635,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9168,192.466,42.309,0.635,54.875,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21422,182.891,49.671,0.58,51.662,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1943,173.05,-0.759,0.564,55.174,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3302,225.891,30.137,0.654,53.148,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9052,230.231,35.119,0.464,56.135,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8992,149.089,37.63,0.559,56.644,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19817,165.583,26.646,0.644,53.356,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7404,126.305,29.961,0.571,53.905,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11932,170.961,6.642,0.52,44.464,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17793,148.408,26.246,0.528,50.278,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22741,177.811,46.224,0.497,50.09,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14385,241.929,7.448,0.492,34.876,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16512,131.716,59.33,0.661,47.99,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16031,218.348,14.376,0.461,47.325,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10595,188.053,3.454,0.516,61.329,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22188,219.178,48.13,0.468,52.561,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18504,246.46,45.917,0.654,60.644,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19161,169.499,21.085,0.457,51.02,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17926,190.881,25.504,0.621,57.554,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19434,207.992,29.093,0.501,40.494,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21271,158.851,52.871,0.476,44.645,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10550,187.358,1.551,0.588,29.444,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15116,174.515,12.515,0.519,48.703,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21527,196.371,58.983,0.573,35.578,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21677,195.56,55.059,0.552,52.537,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7231,128.672,34.895,0.532,30.984,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15569,163.038,16.286,0.647,86.047,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12784,258.398,29.297,0.635,56.327,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
991,127.151,38.742,0.521,47.993,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14660,195.635,8.386,0.485,62.582,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19826,176.846,28.83,0.472,61.544,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4007,212.461,31.449,0.489,47.934,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17692,220.177,20.306,0.481,53.746,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16643,146.326,53.865,0.635,83.422,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19814,177.889,26.032,0.526,55.716,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10596,191.065,4.105,0.459,52.442,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17689,207.853,22.768,0.565,38.111,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5074,221.008,1.004,0.467,51.497,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17264,147.092,32.487,0.654,65.292,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18592,218.729,43.834,0.573,77.666,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
20075,180.187,41.529,0.545,42.486,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21754,207.477,56.464,0.472,51.987,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15280,176.394,8.144,0.51,39.461,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17623,210.629,26.267,0.46,47.004,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17327,219.011,25.233,0.568,79.79,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16321,181.249,9.926,0.518,42.124,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
20249,166.778,65.573,0.575,36.238,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19423,164.352,30.684,0.467,48.82,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17901,185.373,26.397,0.464,60.569,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11055,144.837,3.636,0.543,52.161,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15536,149.662,11.747,0.583,45.839,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7759,121.629,20.919,0.66,54.829,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12708,258.287,32.441,0.455,37.711,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12173,125.781,6.439,0.486,30.568,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17750,136.408,22.542,0.656,77.837,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1168,192.608,-0.836,0.561,47.814,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15533,226.58,12.714,0.549,56.35,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14435,241.372,9.02,0.462,52.0,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9095,164.411,40.471,0.452,27.278,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13394,256.029,28.817,0.592,26.226,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16505,147.605,44.832,0.461,63.315,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15353,205.673,9.479,0.53,52.089,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12341,233.721,6.476,0.484,59.968,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16580,135.279,59.568,0.515,55.3,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
