void_id,ra_deg,dec_deg,z,r_eff_mpc,source_catalog,vizier_catalog
14809,177.05,9.084,0.611,77.932,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18198,211.973,22.518,0.57,68.642,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21108,180.162,61.338,0.465,54.259,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17756,139.875,25.126,0.555,43.16,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22196,182.705,42.833,0.457,50.033,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14972,138.876,9.14,0.573,91.767,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1176,184.764,-0.018,0.553,17.151,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17708,217.248,22.238,0.457,30.653,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8779,145.716,42.2,0.528,59.982,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11210,187.364,4.395,0.461,43.689,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18751,255.41,42.768,0.522,48.215,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22307,243.455,56.236,0.462,46.026,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12080,144.709,7.787,0.587,53.767,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10838,164.036,2.997,0.572,23.268,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18371,181.486,16.577,0.511,45.207,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11892,128.453,5.776,0.519,56.254,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12841,258.721,32.779,0.594,72.932,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3520,194.391,37.55,0.657,61.016,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21053,180.94,60.654,0.648,74.638,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16741,139.26,63.851,0.567,24.974,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16366,128.503,9.726,0.526,33.381,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7668,126.52,24.389,0.515,40.919,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13763,130.036,58.136,0.55,59.551,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14846,164.16,9.002,0.553,59.656,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13129,242.744,35.793,0.51,57.094,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12867,255.314,30.8,0.613,62.437,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1275,169.465,-0.837,0.636,49.701,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11400,202.163,4.579,0.503,26.209,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11588,220.555,5.49,0.625,47.468,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3707,204.088,35.09,0.657,46.129,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4920,208.191,1.575,0.5,34.089,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1361,167.325,-0.829,0.479,49.231,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21698,212.438,51.004,0.578,54.65,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13028,240.773,29.796,0.574,59.756,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12396,243.627,8.154,0.505,29.896,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1223,168.368,-1.147,0.548,30.422,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1338,188.935,0.29,0.534,57.668,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18663,210.096,42.993,0.656,59.934,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12145,127.075,6.025,0.579,52.017,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7639,127.272,27.412,0.603,52.358,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15430,224.599,8.206,0.456,39.112,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4293,231.249,24.906,0.613,66.615,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13679,129.205,44.964,0.492,40.746,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3421,226.2,29.496,0.533,48.149,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7232,127.643,34.488,0.582,44.13,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1070,119.365,30.082,0.506,30.791,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8589,125.631,19.249,0.462,57.647,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22165,213.522,46.849,0.585,59.203,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8258,127.318,14.711,0.509,46.423,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21141,167.675,63.669,0.48,77.157,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1256,142.942,-0.48,0.545,41.963,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13097,237.467,35.332,0.499,46.875,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12079,144.385,7.108,0.527,40.925,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7854,123.036,20.546,0.491,53.009,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8172,119.897,11.439,0.597,36.937,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14740,196.283,8.525,0.648,78.61,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17058,200.611,17.196,0.514,60.329,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6216,245.277,18.12,0.503,57.234,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2592,132.083,2.837,0.647,47.556,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9172,211.306,39.676,0.515,26.639,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19726,159.495,27.284,0.529,49.33,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14690,231.145,13.853,0.498,36.955,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6319,244.037,13.098,0.515,20.881,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14346,247.958,38.967,0.603,38.434,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16129,202.466,15.629,0.541,52.548,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19414,197.341,30.48,0.502,48.842,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4025,193.747,33.642,0.471,43.803,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21032,175.455,58.036,0.658,59.918,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17079,133.577,33.512,0.539,34.426,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17938,156.87,21.594,0.526,38.999,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18003,182.096,23.429,0.461,46.891,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
826,116.367,34.758,0.49,43.503,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11732,139.572,2.901,0.569,53.501,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17935,145.862,19.93,0.579,62.221,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17563,203.888,28.367,0.558,62.324,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19865,175.592,27.445,0.581,66.002,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
19123,150.624,29.795,0.557,52.578,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11148,158.044,3.712,0.565,58.494,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21904,198.553,45.675,0.523,51.245,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11544,128.331,5.428,0.63,50.905,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21820,199.321,48.127,0.61,51.479,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3706,197.746,35.718,0.569,47.256,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2567,134.088,1.446,0.535,46.205,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21240,155.984,51.273,0.632,80.728,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22199,185.003,43.557,0.484,46.603,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9466,224.743,35.679,0.583,27.918,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21582,179.074,48.823,0.454,38.761,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4604,214.315,-0.243,0.487,59.519,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15274,183.822,7.21,0.65,74.208,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16656,145.69,48.279,0.616,51.533,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18616,238.289,41.291,0.454,33.648,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
22748,231.324,57.066,0.473,56.789,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7249,125.594,35.303,0.656,67.305,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13052,245.487,27.363,0.538,31.007,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
18749,253.558,44.778,0.46,38.435,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
21847,181.857,58.055,0.518,51.43,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12469,233.716,13.545,0.565,44.049,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9561,45.047,-8.258,0.596,26.928,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5227,329.982,26.29,0.514,58.149,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7087,0.581,21.615,0.644,94.622,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3478,32.189,-6.105,0.571,73.126,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7225,347.344,21.352,0.598,132.644,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6622,14.735,33.167,0.504,52.5,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7103,8.903,24.567,0.653,77.588,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1029,15.076,-0.284,0.597,56.102,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4240,334.702,12.75,0.64,110.053,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3940,341.634,-1.311,0.661,34.845,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1971,20.702,4.57,0.653,68.072,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6977,1.322,12.599,0.505,58.704,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2119,31.066,3.695,0.532,57.932,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3345,39.037,-1.761,0.58,57.933,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5079,14.705,20.643,0.494,93.826,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1671,42.675,1.861,0.515,38.12,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7580,359.764,29.76,0.463,71.064,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8549,26.138,-6.288,0.477,55.909,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8776,0.1,-7.353,0.498,53.606,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5009,329.282,21.418,0.449,20.514,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1851,30.896,2.125,0.488,53.798,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7526,342.261,30.71,0.524,58.206,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6630,27.546,31.032,0.513,45.557,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7490,31.204,29.711,0.66,47.903,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7189,24.447,26.191,0.522,72.657,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
289,322.004,5.724,0.653,71.175,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2543,22.993,2.278,0.468,60.078,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4325,341.58,15.528,0.479,41.139,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
643,336.658,-0.176,0.578,56.6,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7437,14.683,32.568,0.63,85.577,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9591,39.947,-6.188,0.519,56.498,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
794,320.476,0.941,0.57,62.152,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6069,342.919,24.735,0.511,53.027,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2124,37.399,3.74,0.5,32.345,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3181,26.874,-2.882,0.473,54.579,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7557,7.426,29.591,0.467,76.012,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4211,333.512,11.836,0.459,62.852,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9567,44.27,-7.368,0.472,30.076,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3243,29.965,-2.866,0.518,51.513,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8115,4.237,-3.729,0.564,52.843,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8157,7.493,-4.147,0.654,56.221,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1677,42.192,2.216,0.578,47.168,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4518,333.451,16.358,0.502,60.291,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7411,16.149,30.842,0.546,59.486,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1682,35.205,2.643,0.641,90.852,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7470,24.754,30.953,0.647,73.719,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9545,44.74,-7.076,0.607,19.553,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8349,0.252,-4.946,0.575,44.526,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8960,5.995,-6.421,0.568,35.375,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7488,26.764,30.774,0.462,51.729,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6564,358.852,12.119,0.571,56.625,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
687,327.904,-0.199,0.561,57.42,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
905,20.396,-1.37,0.638,64.805,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6364,8.282,16.103,0.509,64.706,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
673,27.58,0.029,0.542,26.11,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1800,346.754,0.316,0.482,47.431,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5685,10.833,15.16,0.634,87.737,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3920,331.133,-1.181,0.505,43.544,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1944,26.733,3.167,0.552,50.876,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5050,332.678,22.127,0.461,65.232,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1483,10.375,7.083,0.65,82.699,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1788,12.986,0.928,0.454,42.112,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1047,355.208,-1.102,0.603,54.822,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
239,323.953,5.365,0.474,74.148,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6402,17.002,28.276,0.605,67.312,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1521,28.674,5.777,0.563,46.567,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6641,13.925,33.383,0.551,36.576,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4991,29.685,24.915,0.627,58.379,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3235,10.316,-3.029,0.637,56.382,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4638,18.354,14.83,0.59,57.309,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
315,318.861,6.651,0.457,25.403,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6958,358.797,10.019,0.542,66.947,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
974,18.149,-0.483,0.48,45.02,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1911,6.68,2.989,0.456,42.91,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6582,358.776,12.427,0.46,63.747,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
169,321.955,6.812,0.605,40.15,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1907,359.14,2.845,0.505,44.144,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6142,347.124,21.461,0.471,90.625,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4591,331.572,20.141,0.624,85.286,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3589,36.576,-6.087,0.54,65.156,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5640,349.879,13.804,0.455,38.473,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
168,319.996,6.365,0.487,45.545,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6347,9.272,16.973,0.462,70.728,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1031,19.2,0.51,0.602,37.485,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1836,10.374,2.849,0.58,71.477,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7275,353.433,27.263,0.647,102.018,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9559,43.905,-8.029,0.584,28.262,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7631,14.729,33.034,0.472,40.422,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2349,27.654,9.211,0.516,42.935,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7242,27.784,28.196,0.538,50.874,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1925,41.796,2.096,0.615,65.043,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9632,40.884,-6.149,0.467,44.947,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6313,357.92,25.424,0.526,47.266,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9635,42.814,-7.057,0.563,38.813,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7011,355.588,7.723,0.636,92.959,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
915,351.643,-0.731,0.64,50.757,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6377,3.276,17.428,0.529,49.181,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5298,331.108,28.764,0.559,27.472,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3492,41.081,-1.799,0.657,64.263,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3328,352.721,-1.917,0.553,35.364,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8868,0.689,-8.31,0.633,57.31,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
754,352.525,-0.844,0.488,41.059,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8241,21.186,-4.226,0.59,23.384,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5660,352.546,16.304,0.514,73.861,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1943,27.2,3.789,0.506,44.428,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5842,358.114,33.232,0.45,21.98,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
930,29.745,-0.799,0.573,65.797,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1830,351.746,1.79,0.575,74.106,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5582,4.016,8.804,0.624,122.153,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2241,24.004,8.571,0.668,38.875,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4907,26.234,21.391,0.534,89.544,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2100,12.935,4.709,0.515,62.621,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2317,21.169,12.876,0.454,46.73,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7081,6.428,23.126,0.589,79.575,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7459,20.312,30.406,0.587,76.727,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5264,334.597,28.274,0.47,69.032,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4643,18.474,14.354,0.478,48.296,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7403,353.11,28.761,0.476,73.191,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8103,9.773,-3.361,0.549,37.117,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1850,29.324,2.974,0.455,47.498,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
656,350.769,-0.805,0.534,54.226,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
135,324.671,5.414,0.52,48.916,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8713,6.455,-6.097,0.601,30.286,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5059,333.198,21.922,0.538,52.672,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8543,28.531,-7.246,0.638,55.409,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3550,4.764,-2.887,0.651,68.026,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7528,343.409,31.812,0.558,40.814,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7525,337.222,30.089,0.633,69.996,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
199,320.725,1.33,0.493,55.458,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7344,351.651,20.992,0.487,41.159,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5524,336.666,24.501,0.518,59.752,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1940,21.433,2.706,0.615,67.246,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
270,322.813,6.959,0.541,56.762,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2246,27.581,9.817,0.459,42.973,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
637,331.935,0.06,0.462,43.903,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5613,13.867,22.865,0.598,58.346,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6018,18.122,30.013,0.457,50.618,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7935,348.59,32.782,0.625,27.193,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8547,29.422,-6.342,0.53,63.104,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4992,18.984,25.096,0.503,58.339,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1741,9.809,3.174,0.488,52.856,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7643,339.384,30.812,0.511,34.915,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1438,14.948,8.08,0.491,46.576,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5547,345.176,8.459,0.658,56.16,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1891,39.805,2.04,0.573,53.558,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
819,340.804,-0.379,0.574,44.081,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6647,22.294,32.703,0.54,21.535,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1450,337.526,5.474,0.543,74.87,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
300,320.03,6.435,0.52,33.365,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3454,27.337,-1.941,0.602,52.123,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3395,35.949,-3.309,0.59,49.67,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
