void_id,ra_deg,dec_deg,z,r_eff_mpc,source_catalog,vizier_catalog
1779,2.627,3.778,0.456,43.669,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8525,28.596,-7.698,0.554,49.01,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7263,29.461,28.712,0.505,37.191,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8458,2.334,-6.297,0.652,43.54,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
763,349.116,1.179,0.638,77.033,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2202,332.639,5.233,0.512,55.133,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
692,12.345,-0.682,0.523,42.283,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3392,34.57,-3.651,0.469,56.996,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2377,20.223,10.695,0.589,54.675,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6330,342.722,24.996,0.654,65.488,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5526,336.424,21.146,0.601,67.772,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5746,4.144,33.366,0.487,37.063,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1070,39.278,0.245,0.479,62.898,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5217,330.137,24.942,0.635,88.67,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8234,18.607,-4.247,0.567,29.13,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5000,14.221,14.531,0.663,47.209,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5718,3.273,14.5,0.458,31.377,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4363,337.811,16.468,0.478,55.635,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9564,43.784,-6.938,0.498,38.566,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4639,17.397,14.248,0.453,20.551,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3947,32.531,-2.457,0.646,37.66,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
897,337.133,1.0,0.612,45.176,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2150,5.016,5.179,0.558,63.135,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7521,337.549,30.381,0.552,40.409,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
883,340.292,0.221,0.498,36.201,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
248,325.767,7.014,0.457,25.161,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7000,348.791,9.751,0.656,58.133,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1382,344.625,5.843,0.611,42.481,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2121,33.606,3.613,0.487,34.634,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4604,330.399,18.021,0.591,37.583,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4387,338.928,10.601,0.488,63.653,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1302,27.813,7.844,0.49,38.574,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
788,324.32,-0.918,0.487,42.845,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3909,345.961,-1.909,0.571,35.359,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1574,22.558,8.11,0.59,51.735,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3338,21.089,-2.013,0.578,30.947,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
925,19.699,-0.394,0.546,60.098,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1030,15.901,0.135,0.541,44.241,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4965,27.052,20.911,0.463,73.36,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13788,184.439,37.133,0.292,452.732,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
998,213.379,-0.158,0.327,49.227,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11176,237.907,8.246,0.384,94.826,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11431,205.52,8.443,0.361,104.894,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4739,203.474,50.656,0.342,283.073,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14307,244.113,52.377,0.401,52.239,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13222,147.338,43.824,0.327,232.397,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11627,167.872,18.274,0.326,255.013,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3294,121.868,21.044,0.363,136.068,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11134,248.111,38.157,0.234,95.646,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11375,237.146,9.245,0.266,63.442,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4402,122.937,16.086,0.274,96.976,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16634,218.128,50.843,0.349,256.241,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5734,166.96,45.271,0.384,85.837,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8541,196.822,17.742,0.294,140.721,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14348,225.014,48.016,0.343,195.881,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11918,140.498,15.689,0.36,153.077,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16394,152.1,47.928,0.286,143.208,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6177,174.869,30.699,0.387,121.053,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8656,157.222,9.377,0.386,111.418,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1077,201.227,0.278,0.243,30.145,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5692,142.345,44.537,0.37,150.861,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1625,248.149,15.665,0.397,48.564,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16341,167.505,52.932,0.264,93.079,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14778,168.356,33.312,0.343,116.89,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
75,201.565,-0.062,0.392,58.55,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2151,252.039,23.261,0.307,65.225,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3404,121.724,19.611,0.354,124.53,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11530,153.07,10.043,0.34,89.634,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
32,213.163,0.265,0.251,31.272,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13721,201.523,19.37,0.367,167.884,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12090,137.08,18.098,0.258,98.083,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16283,167.099,61.705,0.381,80.443,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1557,246.566,16.463,0.229,38.76,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11446,209.67,14.923,0.272,144.821,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17482,159.774,49.555,0.346,68.431,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16633,191.266,58.545,0.306,103.094,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8913,237.81,7.279,0.298,59.999,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12071,143.357,12.234,0.399,74.066,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4477,122.231,20.813,0.226,60.923,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7629,124.326,2.426,0.34,21.499,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10199,238.037,44.638,0.287,120.106,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4880,179.349,38.639,0.279,49.342,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15600,151.298,22.383,0.396,109.486,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11954,220.42,15.921,0.369,126.872,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16286,181.844,60.8,0.224,55.929,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15671,208.169,41.235,0.354,27.241,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11600,206.089,12.105,0.343,51.945,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10510,134.59,44.169,0.365,93.277,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12092,148.959,12.436,0.271,136.661,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12488,152.612,17.334,0.343,76.514,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15370,152.645,34.533,0.354,107.691,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
31,210.92,0.082,0.382,83.402,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5442,164.22,39.175,0.24,81.587,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3577,124.57,14.605,0.388,71.19,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15734,212.238,45.51,0.328,143.897,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14361,242.219,35.403,0.32,101.017,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9523,256.739,30.809,0.364,59.983,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1000,223.838,0.114,0.217,18.539,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7907,192.121,5.028,0.401,42.478,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2148,251.78,23.339,0.392,59.261,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15774,238.93,53.523,0.262,74.606,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13793,189.456,24.139,0.323,69.503,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14775,159.759,22.776,0.268,130.108,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15788,161.012,63.79,0.365,35.814,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17555,215.738,52.236,0.392,91.919,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13145,174.125,17.556,0.389,108.531,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7411,125.616,3.859,0.312,31.13,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5425,179.143,35.948,0.369,73.362,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13894,136.452,34.071,0.402,45.659,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11588,168.093,11.202,0.306,98.487,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11539,155.168,10.466,0.25,103.696,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15786,237.31,47.275,0.298,111.234,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
76,208.356,0.29,0.312,37.83,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16573,171.845,46.286,0.373,65.654,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8920,230.405,6.565,0.334,39.689,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15,206.464,-0.296,0.341,37.158,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16334,157.27,54.716,0.367,52.685,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16320,222.239,55.753,0.222,47.685,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10254,246.299,34.927,0.381,129.242,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5720,151.546,37.209,0.231,63.422,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16258,171.112,60.186,0.317,63.67,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11089,249.664,32.616,0.266,41.662,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
103,226.001,0.132,0.39,39.381,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8908,230.779,8.895,0.355,66.49,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13716,153.984,24.079,0.278,106.683,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11593,163.879,13.021,0.359,70.976,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3099,118.816,24.081,0.364,62.051,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12977,141.48,54.74,0.395,60.9,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13650,199.893,21.312,0.318,111.297,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15678,153.707,55.128,0.397,88.565,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12698,143.945,60.364,0.279,48.253,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14805,177.178,18.264,0.268,87.84,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12327,204.704,14.609,0.366,48.582,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12778,137.94,61.345,0.401,44.187,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11396,222.719,8.049,0.256,31.398,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10263,243.328,32.844,0.316,88.998,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13189,141.666,32.043,0.408,39.405,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14303,251.939,44.934,0.327,58.456,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15235,167.729,30.186,0.286,86.672,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1643,246.005,16.577,0.37,61.867,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14329,250.228,37.311,0.289,78.816,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11538,148.655,10.001,0.339,62.426,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17014,157.621,60.424,0.306,91.845,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11499,188.258,11.518,0.382,59.561,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1859,247.553,17.689,0.243,23.309,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16444,178.224,56.45,0.381,104.125,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13568,211.248,17.481,0.268,128.977,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16302,215.884,58.535,0.393,82.097,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17559,228.771,55.693,0.37,93.797,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13750,182.593,21.721,0.346,87.016,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
977,223.621,0.277,0.358,44.373,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13784,214.5,22.751,0.223,61.506,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8606,176.481,6.246,0.259,59.168,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10149,259.79,33.233,0.401,36.797,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4608,134.362,44.955,0.341,77.459,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10524,218.028,39.67,0.396,64.194,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4335,126.486,22.455,0.348,42.311,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11153,235.682,10.828,0.333,38.255,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13580,222.327,20.649,0.404,46.505,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
33,217.293,-0.037,0.271,34.326,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13586,138.091,21.378,0.309,84.926,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12003,226.555,11.408,0.261,64.132,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14333,243.816,46.729,0.373,109.434,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14304,249.815,45.525,0.217,24.932,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7758,125.73,5.239,0.26,28.667,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12062,141.818,12.303,0.313,90.239,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4281,123.624,26.43,0.254,40.749,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13679,148.631,20.221,0.231,54.928,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13743,216.364,14.359,0.285,110.835,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12064,150.95,16.709,0.399,73.555,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13177,202.153,15.377,0.225,49.781,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11662,171.606,7.872,0.377,96.663,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14091,209.218,23.976,0.331,51.506,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16422,158.47,50.565,0.315,77.48,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
35,225.204,-0.099,0.231,19.952,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10385,130.162,55.666,0.309,35.463,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2082,252.433,23.29,0.222,36.146,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16628,216.657,53.152,0.305,61.366,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16377,180.765,50.635,0.314,80.763,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15127,174.941,36.198,0.325,83.64,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14106,145.078,25.08,0.23,43.286,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11070,255.112,36.443,0.376,80.111,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5432,169.238,38.263,0.398,58.735,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15325,156.694,21.82,0.36,73.009,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13823,166.286,19.892,0.345,85.286,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5553,175.939,30.706,0.349,66.948,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12280,210.795,8.924,0.35,73.233,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12727,139.016,57.568,0.326,74.187,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16321,235.452,50.935,0.411,30.715,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15631,173.776,25.748,0.336,82.524,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16733,181.921,42.467,0.388,78.343,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16323,183.578,62.614,0.355,60.954,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5557,178.193,32.055,0.272,51.857,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13113,202.433,16.774,0.277,48.103,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10515,223.997,39.073,0.32,57.022,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16653,187.249,47.983,0.342,65.58,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10864,134.257,29.278,0.348,37.456,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15591,186.142,28.89,0.401,56.506,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9800,239.1,30.941,0.364,39.122,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13877,138.152,33.076,0.295,65.171,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11636,183.122,13.864,0.304,42.263,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13483,213.332,25.608,0.309,47.703,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12815,140.367,61.99,0.264,24.681,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8791,127.026,7.646,0.404,29.357,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13444,148.075,26.586,0.325,33.903,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7643,142.387,5.638,0.396,50.436,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15125,164.754,32.928,0.394,64.703,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15197,160.101,30.157,0.402,42.784,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17438,196.553,60.554,0.292,71.219,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12976,142.23,53.504,0.214,29.496,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2029,253.291,22.32,0.349,47.233,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12965,144.513,61.392,0.37,51.414,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16431,197.126,49.464,0.326,60.838,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13210,148.042,31.981,0.38,68.057,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16282,160.284,59.982,0.345,50.999,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14277,156.26,18.601,0.223,54.696,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8865,184.833,6.823,0.39,72.547,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16380,188.231,53.323,0.37,78.623,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17622,225.146,48.889,0.331,87.418,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12455,230.221,12.59,0.381,57.114,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
13752,203.972,21.965,0.324,81.035,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8535,168.329,5.733,0.395,42.645,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1027,198.083,0.297,0.362,32.392,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8619,217.624,7.048,0.329,59.897,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12177,146.516,8.856,0.363,43.836,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8918,219.362,6.543,0.385,42.398,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12010,229.261,11.86,0.31,60.546,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
254,232.596,0.99,0.322,28.823,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14767,193.507,27.325,0.22,34.965,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12098,134.782,10.919,0.321,60.412,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12219,186.736,12.092,0.326,73.28,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15292,168.821,27.207,0.392,78.646,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16696,193.474,44.31,0.349,53.518,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3257,125.791,27.498,0.268,35.948,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14097,138.654,20.509,0.301,75.82,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14780,158.725,34.197,0.407,31.802,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17705,223.611,56.323,0.242,38.548,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10400,131.636,54.547,0.37,34.432,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12493,143.528,13.307,0.348,48.005,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
10173,258.022,30.071,0.243,34.589,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11392,194.129,6.789,0.376,45.769,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3828,119.898,20.972,0.32,92.396,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11410,155.659,7.973,0.396,60.146,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16693,196.785,46.319,0.291,60.039,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
9716,247.518,32.792,0.39,84.799,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
